ra,dec,mag
219.9421612787399,-60.81942461605768,20.99487
219.93990201011414,-60.81923608539291,20.375124
219.93661968658475,-60.821463039824216,19.026468
219.93476461824358,-60.82029865372249,20.18193
219.9522508451259,-60.826554191855244,20.71022
219.94978713873573,-60.82583769597227,20.17052
219.94390494094054,-60.82455758010981,18.586685
219.95350017234912,-60.8243038279968,17.215376
219.9478647388603,-60.82153382132476,19.843449
219.9570990380309,-60.82162648793368,20.19573
219.94931039777052,-60.818330245268776,20.537804
219.94684040986706,-60.81865545966166,20.76177
219.93990292777087,-60.816693496773446,20.539679
219.95241246198108,-60.81917763407857,20.682869
219.93915965861223,-60.818479847352556,20.912186
219.94440977346875,-60.81779705439923,20.379913
219.9426206915648,-60.81830243860686,21.066338
219.94492540956153,-60.817318877062185,21.040247
219.94675380855,-60.81779328177673,20.814966
219.95110450129968,-60.822599323642855,21.018932
219.94094927588628,-60.82389746809615,20.547104
219.942196567335,-60.82481187533994,20.852682
219.95997376980682,-60.822761625140046,21.07704
219.95849740126502,-60.82248067428467,20.430904
219.95162729778502,-60.8167607463165,20.726719
219.93003265221128,-60.81394947641946,21.113108
219.9642133441787,-60.82427062945409,18.255808
219.96309695263957,-60.822953383731694,20.443525
219.965462989644,-60.822871398775696,
219.9657057122001,-60.824355233391266,14.61694
219.9658530682761,-60.821776767915615,19.67747
219.96589218610663,-60.82061749633941,20.534176
219.96268010968885,-60.81760360414883,20.450172
219.95491880896572,-60.816965557961495,19.992882
219.9522616563037,-60.8162616248729,18.626877
219.95731088614755,-60.81816153687778,20.160107
219.95358714578933,-60.81601187609434,21.007399
219.96218645416045,-60.81840157677922,21.130943
219.95401344558968,-60.81409736429584,20.914606
219.96046715565058,-60.817574489362265,18.141796
219.96536051339692,-60.82066202235227,16.52575
219.9443039510523,-60.81026771036597,21.110624
219.94159076096153,-60.80881606549243,20.27971
219.94351126028303,-60.808557018159775,20.592926
219.93671166744033,-60.80452161993393,14.847652
219.94181440436688,-60.81408416224144,20.618597
219.9352477598007,-60.81172719597797,17.833126
219.93973647392647,-60.81203820717337,16.172594
219.92197430834173,-60.806898988728236,16.29822
219.93027639077314,-60.80727336865301,19.75254
219.92618837716122,-60.80635872773522,15.592388
219.9326923490946,-60.80550631015053,19.643341
219.93683082218635,-60.806964095959394,20.807476
219.937627905487,-60.80738098688087,18.066519
219.92736867112302,-60.805744973935106,20.671238
219.92226656454525,-60.807766468518295,18.79866
219.91908016122446,-60.80783491236015,20.101595
219.93008327802988,-60.805651999842745,20.70838
219.94182526791514,-60.810812336002726,19.858957
219.930226806973,-60.80880659380533,20.619478
219.924665661384,-60.80634371065169,20.404408
219.94378728455305,-60.81190695960577,19.439377
219.93359922328952,-60.81114526881318,20.467535
219.93255026273133,-60.81648566544504,20.231583
219.93679313887284,-60.816524420803084,20.539158
219.93258505003047,-60.81065936332892,21.314217
219.93828602463302,-60.81031262216898,16.264204
219.92646911617186,-60.807936202469854,17.79702
219.92349347107276,-60.81075787685671,19.759567
219.92934027364993,-60.81198663217551,18.915438
219.9096258746446,-60.80535901045325,15.920909
219.9121359558663,-60.80854050100795,20.756916
219.91354570094146,-60.80878544405654,19.514572
219.9125573904692,-60.80650791258498,20.012596
219.90899987354973,-60.80804350841566,18.450865
219.91156059293903,-60.804710399453185,15.442454
219.90501649168715,-60.80664098061931,17.233908
219.90982798165078,-60.80471197793593,20.504187
219.94583032412137,-60.80993655720714,16.904577
219.94563042163313,-60.80787989334,19.005243
219.93809099689742,-60.80643837044596,20.588469
219.94139517859145,-60.8056907954903,17.743744
219.95448459805405,-60.83037079524768,20.310328
219.954105270027,-60.82300214517987,19.876198
219.95537736136166,-60.8261263597325,20.751987
219.94983693649257,-60.82986221815953,20.71361
219.94155696999147,-60.82798083372058,17.656754
219.94106733293316,-60.82177985650628,20.729284
219.9491478282675,-60.82199701995096,20.153849
219.95006988066714,-60.81837696621667,20.508455
219.94367908326112,-60.816974183550215,21.03665
219.94066360558344,-60.8159622961119,20.975304
219.947189043519,-60.81847562594488,16.574308
219.94884593122666,-60.82604305723157,19.838331
219.9392456350049,-60.8152523474376,19.79948
219.9625560104564,-60.82058661955431,20.708355
219.9634543459924,-60.82062264075646,19.077436
219.95670433042034,-60.8175722234109,20.350147
219.95299754603153,-60.816904140723075,19.583538
219.9618898456594,-60.822306150283055,20.974306
219.95961205270368,-60.8202442477867,17.187708
219.95645223372588,-60.8178977450161,18.38724
219.95983937934943,-60.82055887322721,18.25552
219.94031088813165,-60.806146156076395,21.20282
219.95216517417148,-60.8132942742245,18.229998
219.94740726343656,-60.81223493709708,20.481081
219.9503928294012,-60.81441307884477,20.816727
219.95127847906608,-60.813434282488124,20.339
219.94142801132477,-60.80987864097946,18.697756
219.94070282449573,-60.80807284599011,18.478317
219.9365595080579,-60.80480579633339,17.810633
219.93125793960206,-60.810302385697234,17.949043
219.9231874906763,-60.80484201393148,19.281096
219.93385103891504,-60.80626647466482,19.7008
219.9314213833389,-60.80495437004058,20.598145
219.92786857494644,-60.81762038889284,17.28056
219.9375516771481,-60.80983216212952,20.225971
219.92681107912475,-60.8090985710516,19.034964
219.92614146266612,-60.81561065395713,19.965279
219.93038867667852,-60.81196927081779,18.95968
219.93205823509712,-60.810518697384815,20.825323
219.93225983925015,-60.80872324610208,21.12416
219.9291495090964,-60.80905304957228,
219.9270921439585,-60.8109089192264,16.149014
219.91945462151716,-60.809467458020556,20.85412
219.93440684646788,-60.81531190264015,20.338442
219.92327799313665,-60.818477605157696,21.068481
219.92383968970907,-60.81336253717667,20.84203
219.91066263849302,-60.80934912077221,17.72765
219.90862531313456,-60.80918827984355,18.793772
219.91095616910766,-60.85961933509878,
219.91522106714268,-60.85877153513582,19.816212
219.92152320206242,-60.85266227512062,18.836023
219.92181449156115,-60.85116001758829,18.821867
219.90752900229606,-60.85826780886518,20.496069
219.91299832300027,-60.860581499032634,19.939499
219.92071497970545,-60.847759180068635,20.767756
219.91294074739125,-60.857228729624204,17.243685
219.9252217793968,-60.8556334437763,19.60791
219.92328775140132,-60.850599308437346,17.978268
219.91909303259777,-60.84931695708979,20.145145
219.91890632366898,-60.85343159409092,21.095932
219.9165561060773,-60.85750006493491,19.438643
219.90422021302754,-60.855057089212764,20.84496
219.9196704179964,-60.8481092631108,16.361122
219.92830254692132,-60.85257479824549,19.887556
219.92391936752426,-60.84602650491322,18.879944
219.92609027598292,-60.84977139072292,21.000782
219.92863758427498,-60.85330647230839,18.447245
219.92285167944132,-60.847125513826015,20.101395
219.9232310527993,-60.847801747778725,20.913208
219.92195084361876,-60.84830803501732,20.717299
219.9003127382603,-60.863819101995865,18.24308
219.89866993087674,-60.86315418048153,20.59267
219.9037859276692,-60.86591398064229,21.049164
219.90951971047875,-60.863464218283426,16.12991
219.90593036808232,-60.86238833703799,17.875937
219.905677599454,-60.85926717848149,16.468958
219.90528725056714,-60.85914389879147,19.133877
219.90423204197063,-60.85816525039715,18.034744
219.8750840541233,-60.85855514813965,18.085005
219.87400333883014,-60.85764559663733,18.96199
219.88862357233577,-60.864853207076756,20.289064
219.88710865654042,-60.86444204886309,19.333862
219.88509730730462,-60.84960870355722,18.124424
219.89693705740362,-60.861352800695336,19.069721
219.88002176168763,-60.860096295030026,20.442003
219.89714336920176,-60.85700502136013,
219.89310371584008,-60.85929980957381,20.255713
219.88537504565377,-60.861871490219414,18.691113
219.88036580572177,-60.86170392399508,19.003662
219.87879847451939,-60.86237705791621,20.572493
219.88310399254016,-60.859503068157046,15.454958
219.88500366744947,-60.8591192466393,19.401405
219.8782724738562,-60.85620146104081,15.753335
219.87957219812392,-60.857341146595026,16.62196
219.87995562091237,-60.85828297794325,19.02552
219.88604285069044,-60.85702917211328,20.972664
219.87895751402192,-60.853536363163975,18.859879
219.89041829828344,-60.85469646039329,20.393145
219.8883460085261,-60.85251177588356,19.373808
219.8795502219218,-60.85364563055695,19.63572
219.8789570662136,-60.85516379308041,20.943731
219.88558764512442,-60.850537636215506,20.068626
219.88113051720728,-60.85493979324029,20.806627
219.88731849746702,-60.856143182578954,21.164572
219.883569566846,-60.85756598032524,18.932735
219.8935715849204,-60.85625426961846,16.085564
219.8791580141494,-60.85672080260322,20.786692
219.89435399345982,-60.852514196906036,19.640806
219.8934777395297,-60.85287960317119,19.915337
219.90237207094685,-60.856278298551004,21.221128
219.8922154309719,-60.852343573048906,20.821192
219.88885324811065,-60.84892992613974,18.453539
219.88015032291685,-60.85013976790461,18.015484
219.87418761515173,-60.852212417649476,19.324936
219.86951419462002,-60.855041887947195,20.274101
219.87144868051277,-60.85117662582119,20.159252
219.8763817597335,-60.85268078376431,20.22252
219.86232260002154,-60.85025291858038,18.781815
219.86441619813422,-60.84974220289361,18.628582
219.9102210508868,-60.86303149881401,18.418112
219.908084874329,-60.85712394300655,19.198698
219.9206949118563,-60.85298527137345,18.705551
219.8996566682859,-60.85627559346254,19.716494
219.91360641148043,-60.84690278886293,19.58332
219.90387546233268,-60.86398918674374,21.078575
219.90177809831704,-60.86180646112045,20.285574
219.89864228015728,-60.864193985027974,18.671679
219.90037723980896,-60.86414224661803,20.612658
219.89032656238507,-60.86567018888122,20.616865
219.87636856262088,-60.86089444270489,18.67627
219.89455739699096,-60.862840851960115,20.05626
219.89407151589634,-60.86246171863205,20.608194
219.87976878725823,-60.86071280782603,19.615173
219.89244733883373,-60.864275025873546,20.46884
219.88994747121555,-60.86465076694692,19.706799
219.88109651005212,-60.86244585175877,18.003344
219.8821480819954,-60.86214828921562,16.104387
219.87529255943642,-60.85945274563155,19.732082
219.88594756349346,-60.852570899614214,19.518692
219.88802966750936,-60.85381742159877,18.757
219.8715423960166,-60.85772160006765,15.832665
219.86315057009753,-60.85095079343127,16.556696
219.86846199884883,-60.853626331774485,20.438183
219.87063098359246,-60.855114862162374,20.119453
219.86936537292283,-60.85449401241342,20.087454
219.8755873920172,-60.8497299802423,19.020452
219.87025668924437,-60.84940830554108,19.334635
219.87242644950007,-60.84947413231668,19.609528
219.92663209766667,-60.850819636143676,20.68137
219.9696882366849,-60.82708232626606,19.421947
219.9325880053269,-60.86266595844798,20.30234
219.93399008994527,-60.86117382721902,19.115135
219.93263824918986,-60.86079299056083,17.968098
219.9283977806192,-60.85915667624144,16.17405
219.93278151185038,-60.85938988181886,18.041826
219.9230072304956,-60.86296941160484,20.752575
219.9336367605354,-60.858453447622324,21.021727
219.92476260058865,-60.8578330563915,20.44847
219.9276253448415,-60.86063149991696,20.95915
219.92098557355334,-60.86292971270775,18.166067
219.9283799964399,-60.857590929139185,19.57498
219.93866101799952,-60.86039477957502,20.735788
219.9342433906261,-60.853536887843276,20.450867
219.91266711841217,-60.8643281293049,18.9512
219.92998926590786,-60.855572338964635,18.217005
219.92189158516408,-60.859379219541005,18.52242
219.9292582357379,-60.860431023447006,19.415304
219.9270448491626,-60.86303243140626,20.201046
219.9382545892409,-60.85796086111843,20.780062
