ra,dec,gmag
219.82667553004075,-60.84570037609949,19.923168
219.81746490510005,-60.8468263138282,18.569635
219.8187146380304,-60.845490904809516,18.490982
219.83910667982107,-60.84976543741928,19.933731
219.82239242555698,-60.84634126491527,20.487833
219.82664811633808,-60.85311453925226,20.406511
219.83041401592703,-60.85574408549064,19.919716
219.82873469024986,-60.85785280299586,18.85611
219.83430159441744,-60.85592370206329,19.656403
219.842212121523,-60.850060928333676,18.161102
219.83578056801062,-60.85057325655997,19.298748
219.83459073274298,-60.850160208074534,19.648142
219.8182711673936,-60.84987624357984,17.272217
219.8356864907473,-60.8532699671501,20.679533
219.8317736957267,-60.8507582297447,18.310429
219.81191738637796,-60.848267711769395,20.40516
219.81327207803963,-60.846637424488556,17.755676
219.8857298170512,-60.85214757945823,19.865814
219.87395449140078,-60.84811257316503,17.660261
219.8774053705416,-60.850871663063685,20.30143
219.86797157670298,-60.85587069161288,20.531048
219.8760819304329,-60.852385695402084,18.256205
219.87687996810303,-60.84714198993002,20.01909
219.8717320153672,-60.849154666030955,18.150408
219.85105145313813,-60.82941981639671,18.133837
219.8543451239876,-60.842746809913244,16.574312
219.84426177453517,-60.84313742201884,17.329676
219.84618723714885,-60.84221855017115,17.252913
219.84650018984155,-60.83820721882322,17.936066
219.84804881472684,-60.822893043626976,14.659272
219.8284328106394,-60.820611847319135,17.104849
219.87852438964114,-60.83266614463654,15.347593
219.85123532930368,-60.81514140761564,16.421583
219.84264517575733,-60.8147942609331,20.427734
219.84392506519256,-60.81382592199063,19.899168
219.8453261375711,-60.810218886535154,19.590096
219.8480900339907,-60.81742993094326,17.478598
219.8412162568232,-60.80857980757903,17.292349
219.79065867487452,-60.83861522037555,21.027145
219.785915336772,-60.838255421992564,13.145517
219.77957401606858,-60.83649140862126,18.55495
219.77795886581347,-60.83883838350256,20.696648
219.78573678933614,-60.83866038675934,19.019442
219.77740966411648,-60.831208382253045,20.128948
219.78409001352114,-60.83182703329838,20.683176
219.7889017667201,-60.838732806406206,21.022655
219.77740497533134,-60.828110946485715,20.893774
219.7745699010153,-60.83318302546702,20.354864
219.79049560498117,-60.831034534293806,20.762764
219.81040917091505,-60.82514565932588,20.349247
219.80670129084754,-60.82083904898889,20.575829
219.79605289326545,-60.82172782438842,20.834354
219.7953035886103,-60.83261770736732,20.950129
219.78715993743492,-60.82283680305542,20.697012
219.8127818563648,-60.825598830847404,21.244436
219.81115708405463,-60.82060824351079,20.192144
219.80094823119381,-60.829804045601485,20.053143
219.81520625965965,-60.82281381652764,20.792988
219.81256028012012,-60.820147801781815,20.956726
219.82226565837945,-60.82555169114481,20.513529
219.80642425212625,-60.81133751740592,18.121487
219.8171009356728,-60.80822581833775,19.88952
219.82535484318547,-60.806806497471285,19.194601
219.82122528085713,-60.81414182090205,20.141111
219.82167157794606,-60.80702095960618,20.738537
219.81016150713248,-60.81821471765311,17.08358
219.82420085930087,-60.81144303137576,17.345871
219.8327488024413,-60.80613086384272,19.466774
219.80016147636812,-60.813367151337026,18.013487
219.79151463808142,-60.8131559643688,18.782736
219.7969622522445,-60.81083814816532,19.309505
219.793862972271,-60.807740381566596,17.296335
219.79274861553228,-60.814014750161995,17.314178
219.7884308973981,-60.808885883559284,20.337393
219.80181681100905,-60.804524305182326,19.454048
219.82569075880446,-60.858808426929514,19.840223
219.8104803828487,-60.855906207928946,19.784294
219.8079229572128,-60.85427888120974,20.522806
219.82599873238243,-60.857113501657,19.397943
219.8265467746047,-60.855141181325266,20.43913
219.82161282031055,-60.85786341172973,19.266401
219.82355935284352,-60.855575064750184,18.599398
219.81094838178723,-60.85032667022289,15.807183
219.8236560097724,-60.85150633922862,20.159771
219.82282422575645,-60.844510980503856,19.94122
219.82423458007412,-60.84351878888517,20.855951
219.82871534213956,-60.845628003544384,21.029781
219.82095367877952,-60.84463434786625,
219.82724994022027,-60.855612030159186,18.81704
219.8302858500593,-60.854151836633456,16.940098
219.82125572082182,-60.84933085226315,20.729145
219.83487978333096,-60.84595050612654,15.824901
219.82326902960986,-60.84566188827193,17.354008
219.82995564533624,-60.845635168473166,20.531643
219.8293606364645,-60.83908288832063,16.942474
219.79685335342097,-60.842135463972575,20.705221
219.80177043825356,-60.846207349880565,20.963549
219.79826179803516,-60.84157927638695,15.049414
219.806877929334,-60.84368394457568,20.78452
219.81669741043032,-60.843138900502446,18.072992
219.80918229506798,-60.83975102295003,19.608036
219.81625990915194,-60.83077901125402,19.145231
219.81038131126556,-60.83669257606184,19.326889
219.80480346021008,-60.85161916430711,19.758015
219.79972962099146,-60.852115266293794,18.65662
219.81053773425455,-60.84000294876365,20.462599
219.78200712764342,-60.83645130790546,20.944283
219.77426789187737,-60.83276640525954,19.936495
219.78951082596726,-60.82702991454933,14.379077
219.7764046400481,-60.82040776216865,20.581007
219.77821674727852,-60.822791725903926,20.765469
219.81740927779987,-60.84236484131319,18.702044
219.80748736740316,-60.82429833427616,18.426437
219.80229161581053,-60.82147564099394,15.821789
219.84565405842747,-60.82276536305355,17.203178
219.8361840937802,-60.821899700297834,18.671518
219.8321284429438,-60.81266422289865,19.783829
219.82000688430904,-60.8161606415482,20.900156
219.8173617713887,-60.817101392412575,17.290356
219.8131651594825,-60.80444856156997,20.976349
219.90416885757662,-60.8366757536461,20.252535
219.90739142119176,-60.83080951231772,20.122007
219.90189165135337,-60.832662654212065,16.873463
219.89517944468216,-60.82550990074998,17.453299
219.8998083795694,-60.82694123985013,19.803812
219.88521385108118,-60.810323464878735,19.731333
219.90270397546195,-60.814254756017604,20.72296
219.89726531793406,-60.81704651564067,20.556631
219.887719096598,-60.8223140570217,19.29536
219.87975734517033,-60.813184568817704,16.51643
219.88349054020762,-60.80973559941862,20.78227
219.88721981883134,-60.81201729275748,18.28075
219.8920349040884,-60.80842197820796,17.998903
219.8565434835399,-60.80774350046603,20.401033
219.86756715724798,-60.803065051377544,17.753628
219.87191549058795,-60.80978075158602,20.731375
219.86375043140237,-60.802447432583634,19.03645
219.85919379748069,-60.80983109069643,18.600016
219.86825172238022,-60.80315934054557,20.03054
219.87443532496573,-60.80925774961854,19.129164
219.84305636603975,-60.85791370051823,18.833775
219.85213943312678,-60.85611484463449,17.584288
219.83832577229023,-60.85562403423666,17.304358
219.84281707908207,-60.854193501570194,17.900223
219.84361613257826,-60.856384533647834,20.783287
219.84306966944914,-60.85287439676834,20.243786
219.84927802193758,-60.8583253426279,20.669268
219.84317907644134,-60.85831664774046,20.569952
219.8552367051975,-60.85245802037703,19.423273
219.84603659425898,-60.85194598619987,20.780645
219.8665894288217,-60.859295207355984,20.401077
219.8644390183609,-60.859718086375324,20.484072
219.86656982520302,-60.85659305480273,17.85822
